UniqueID	GeneSymbol	Feature_Type	Matched	Name_in_KEGG	KEGG_ID	Similarity	Tie	Selected
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1271	rno:286959	0.27	No	No
Gene_3234	Olr1	Gene	Yes	Olr1361	rno:287000	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1082	rno:287002	0.73	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1696	rno:294158	0.27	No	No
Gene_3234	Olr1	Gene	Yes	Olr1078	rno:299593	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1750	rno:294204	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1469	rno:404976	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1868	rno:408030	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1869	rno:408031	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1714	rno:294175	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1718	rno:405205	0.73	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1413	rno:252887	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1358	rno:287077	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1355	rno:287080	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1365	rno:287081	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1368	rno:287082	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1372	rno:287083	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1376	rno:287084	0.27	No	No
Gene_3234	Olr1	Gene	Yes	Olr1378	rno:287086	0.73	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1375	rno:287088	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1373	rno:287090	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1382	rno:287093	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1383	rno:287232	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1385	rno:287236	0.27	No	No
Gene_3234	Olr1	Gene	Yes	olfactory receptor Olr1386	rno:287237	0.27	No	No
Gene_3234	Olr1	Gene	Yes	Olr1873	rno:680358	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1875	rno:690767	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1340	rno:300640	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1611	rno:290009	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1877	rno:500927	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1729	rno:294186	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1088	rno:299582	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1872	rno:100363219	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1102	rno:300194	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1146	rno:300407	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1878	rno:498490	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1731	rno:294188	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1258	rno:100909996	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1621	rno:290020	0.73	No	No
Gene_3234	Olr1	Gene	Yes	Olr1876	rno:499397	0.73	No	No
Gene_3236	Klra1	Gene	Yes	Klra17	rno:690045	0.91	No	No
Gene_3241	Lrp6	Gene	Yes	Nlrp6	rno:171390	0.67	No	No
Gene_3252	Emp1	Gene	Yes	Efemp1	rno:305604	0.8	No	No
Gene_3252	Emp1	Gene	Yes	Mcemp1	rno:498128	0.6	No	No
Gene_3252	Emp1	Gene	Yes	Nemp1	rno:679504	0.67	No	No
Gene_3254	Atf7ip	Gene	Yes	Atf7ip2	rno:497859	0.92	No	No
Gene_3259	Rerg	Gene	Yes	Rergl	rno:500356	0.89	No	No
Gene_3261	Eps8	Gene	Yes	Eps8l3	rno:295361	0.8	No	No
Gene_3261	Eps8	Gene	Yes	Eps8l1	rno:361503	0.8	No	No
Gene_3261	Eps8	Gene	Yes	Eps8l2	rno:361674	0.8	No	No
Gene_3265	Lmo3	Gene	Yes	Elmo3	rno:291962	0.67	No	No
Gene_3273	Recql	Gene	Yes	Recql5	rno:287834	0.91	No	No
Gene_3273	Recql	Gene	Yes	Recql4	rno:300057	0.91	No	No
Gene_3303	Far2	Gene	Yes	Ffar2	rno:292794	0.89	No	No
Gene_3332	Tprn	Gene	Yes	Ptprn2	rno:29714	0.6	No	No
Gene_3332	Tprn	Gene	Yes	Ptprn	rno:116660	0.67	No	No
Gene_3358	Lcn5	Gene	Yes	Clcn5	rno:25749	0.67	No	No
Gene_3382	Abo	Gene	Yes	roundabout homolog 4	rno:100911068	0.17	No	No
Gene_3382	Abo	Gene	Yes	Abo3	rno:65270	0.86	No	No
Gene_3382	Abo	Gene	Yes	Abo2	rno:296504	0.86	No	No
Gene_3393	Brd3	Gene	Yes	putative uncharacterized protein BRD3OS	rno:100911432	0.09	No	No
Gene_3394	Wdr5	Gene	Yes	Wdr55	rno:307494	0.89	No	No
Gene_3394	Wdr5	Gene	Yes	Wdr5b	rno:303907	0.89	No	No
Gene_3394	Wdr5	Gene	Yes	Wdr53	rno:498097	0.89	No	No
Gene_3394	Wdr5	Gene	Yes	Wdr54	rno:500226	0.89	No	No
Gene_3394	Wdr5	Gene	Yes	Wdr59	rno:690751	0.89	No	No
Gene_3401	Mrps2	Gene	Yes	Mrps26	rno:362216	0.91	No	No
Gene_3401	Mrps2	Gene	Yes	Mrps25	rno:297459	0.91	No	No
Gene_3401	Mrps2	Gene	Yes	Mrps28	rno:689025	0.91	No	No
Gene_3401	Mrps2	Gene	Yes	Mrps22	rno:683519	0.91	No	No
Gene_3401	Mrps2	Gene	Yes	Mrps24	rno:498406	0.91	No	No
Gene_3401	Mrps2	Gene	Yes	Mrps23	rno:360594	0.91	No	No
Gene_3401	Mrps2	Gene	Yes	Mrps27	rno:361883	0.91	No	No
Gene_3401	Mrps2	Gene	Yes	Mrps21	rno:689432	0.91	No	No
Gene_3401	Mrps2	Gene	Yes	Mrps21l	rno:364906	0.83	No	No
Gene_3418	Odf2	Gene	Yes	Odf2l	rno:685425	0.89	No	No
Gene_3426	Endog	Gene	Yes	endogenous retrovirus group K member 113 Gag polyprotein-like	rno:108352618	0.12	No	No
Gene_3426	Endog	Gene	Yes	endogenous retrovirus group K member 5 Gag polyprotein-like	rno:120099697	0.12	No	No
Gene_3426	Endog	Gene	Yes	LOW QUALITY PROTEIN: endogenous retrovirus group K member 25 Env polyprotein-like	rno:108353403	0.12	No	No
Gene_3426	Endog	Gene	Yes	LOW QUALITY PROTEIN: endogenous retrovirus group K member 6 Gag polyprotein-like	rno:120096514	0.12	No	No
Gene_3426	Endog	Gene	Yes	LOW QUALITY PROTEIN: endogenous retrovirus group K member 19 Env polyprotein-like	rno:108352965	0.12	No	No
Gene_3426	Endog	Gene	Yes	apelin receptor early endogenous ligand	rno:103693925	0.18	No	No
Gene_3426	Endog	Gene	Yes	endogenous retrovirus group K member 6 Gag polyprotein-like	rno:120097537	0.12	No	No
Gene_3426	Endog	Gene	Yes	LOW QUALITY PROTEIN: endogenous retrovirus group K member 21 Env polyprotein-like	rno:120102367	0.12	No	No
Gene_3426	Endog	Gene	Yes	endogenous retrovirus group K member 21 Env polyprotein-like isoform X1	rno:120099591	0.11	No	No
Gene_3426	Endog	Gene	Yes	endogenous retrovirus group K member 8 Gag polyprotein-like	rno:102552170	0.12	No	No
Gene_3426	Endog	Gene	Yes	putative endogenous retrovirus group FC1 Env polyprotein	rno:103691893	0.13	No	No
Gene_3443	Ptges	Gene	Yes	Ptges3l1	rno:367808	0.77	No	No
Gene_3443	Ptges	Gene	Yes	Ptges2	rno:311865	0.91	No	No
Gene_3443	Ptges	Gene	Yes	Ptges3	rno:362809	0.91	No	No
Gene_3443	Ptges	Gene	Yes	Ptges3l	rno:103693432	0.83	No	No
Gene_3445	Tor1a	Gene	Yes	Tor1aip1	rno:246314	0.77	No	No
Gene_3445	Tor1a	Gene	Yes	Tor1aip2	rno:304881	0.77	No	No
Gene_3448	Fnbp1	Gene	Yes	Fnbp1l	rno:310839	0.91	No	No
Gene_3458	Prrc2b	Gene	Yes	LOW QUALITY PROTEIN: protein PRRC2B-like	rno:120096217	0.13	No	No
Gene_3464	Dnm1	Gene	Yes	Dnm1l	rno:114114	0.89	No	No
Gene_3467	Lcn2	Gene	Yes	Clcn2	rno:29232	0.67	No	No
Gene_3477	Eng	Gene	Yes	Leng8	rno:361506	0.5	No	No
Gene_3477	Eng	Gene	Yes	Leng1	rno:292535	0.5	No	No
Gene_3477	Eng	Gene	Yes	Engase	rno:303702	0.67	No	No
Gene_3477	Eng	Gene	Yes	Leng9	rno:100912286	0.5	No	No
Gene_3477	Eng	Gene	Yes	scavenger receptor cysteine-rich domain-containing protein SCART1-like	rno:120098479	0.05	No	No
Gene_3488	Rpl12	Gene	Yes	Mrpl12	rno:303746	0.73	No	No
Gene_3506	Gsn	Gene	Yes	Lgsn	rno:316304	0.57	No	No
Gene_3507	Stom	Gene	Yes	Stoml2	rno:298203	0.8	No	No
Gene_3507	Stom	Gene	Yes	Stoml3	rno:295041	0.8	No	No
Gene_3507	Stom	Gene	Yes	Stoml1	rno:300748	0.8	No	No
Gene_3508	Ggta1	Gene	Yes	Ggta1l1	rno:652927	0.83	No	No
Gene_3520	Rabgap1	Gene	Yes	Rabgap1l	rno:304914	0.93	No	No
Gene_3528	Rpl35	Gene	Yes	Mrpl35	rno:297334	0.73	No	No
Gene_3528	Rpl35	Gene	Yes	Rpl35al1	rno:57809	0.77	No	No
Gene_3544	Orc4	Gene	Yes	Morc4	rno:315914	0.67	No	No
Gene_3546	Epc2	Gene	Yes	Epc2l1	rno:499105	0.8	No	No
Gene_3549	Lypd6	Gene	Yes	Lypd6b	rno:362133	0.91	No	No
Gene_3555	Rif1	Gene	Yes	Lrif1	rno:310775	0.67	No	No
Gene_3556	Neb	Gene	Yes	Nebl	rno:307189	0.86	No	No
Gene_3570	Acvr1	Gene	Yes	Acvr1c	rno:245921	0.91	No	No
Gene_3570	Acvr1	Gene	Yes	Acvr1b	rno:29381	0.91	No	No
Gene_3586	Gca	Gene	Yes	Gcat	rno:366959	0.86	No	No
Gene_3586	Gca	Gene	Yes	Sgca	rno:303468	0.57	No	No
Gene_3588	Fign	Gene	Yes	Fignl1	rno:289777	0.8	No	No
Gene_3603	Lrp2	Gene	Yes	Lrp2bp	rno:290753	0.8	No	No
Gene_3603	Lrp2	Gene	Yes	Nlrp2	rno:684545	0.67	No	No
Gene_3611	Ssb	Gene	Yes	Ssbp4	rno:364534	0.75	No	No
Gene_3611	Ssb	Gene	Yes	Sptssb	rno:100362555	0.67	No	No
Gene_3611	Ssb	Gene	Yes	Ssbp3	rno:84354	0.75	No	No
Gene_3611	Ssb	Gene	Yes	Ssbp1	rno:54304	0.75	No	No
Gene_3611	Ssb	Gene	Yes	Ssbp2	rno:361877	0.75	No	No
Gene_3614	Sp5	Gene	Yes	Usp54	rno:408223	0.5	No	No
Gene_3614	Sp5	Gene	Yes	Usp5	rno:297593	0.57	No	No
Gene_3614	Sp5	Gene	Yes	Usp51	rno:317398	0.5	No	No
Gene_3614	Sp5	Gene	Yes	Usp53	rno:295425	0.5	No	No
Gene_3614	Sp5	Gene	Yes	Dusp5	rno:171109	0.5	No	No
Gene_3614	Sp5	Gene	Yes	Usp50	rno:311399	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Usp3	rno:363084	0.57	No	No
Gene_3630	Sp3	Gene	Yes	Usp39	rno:297336	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Usp32	rno:303394	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Usp36	rno:303700	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Usp30	rno:304579	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Misp3	rno:304650	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Usp38	rno:307764	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Usp31	rno:308959	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Disp3	rno:313705	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Dusp3	rno:498003	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Usp33	rno:310960	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Usp34	rno:360990	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Casp3	rno:25402	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Crisp3	rno:64827	0.44	No	No
Gene_3630	Sp3	Gene	Yes	Usp37	rno:100361658	0.5	No	No
Gene_3630	Sp3	Gene	Yes	Usp35	rno:308834	0.5	No	No
Gene_3631	Ola1	Gene	Yes	Bola1	rno:365875	0.67	No	No
Gene_3631	Ola1	Gene	Yes	Pola1	rno:85241	0.67	No	No
Gene_3637	Atf2	Gene	Yes	Batf2	rno:309178	0.67	No	No
Gene_3665	Nckap1	Gene	Yes	Nckap1l	rno:315348	0.92	No	No
Gene_3673	Tfpi	Gene	Yes	Tfpi2	rno:286926	0.89	No	No
Gene_3683	Timm10	Gene	Yes	Timm10b	rno:84384	0.92	No	No
Gene_3700	Psmc3	Gene	Yes	Psmc3ip	rno:140938	0.83	No	No
Gene_3711	Lrp4	Gene	Yes	Nlrp4a	rno:292545	0.6	No	No
Gene_3711	Lrp4	Gene	Yes	Nlrp4	rno:499069	0.67	No	No
Gene_3711	Lrp4	Gene	Yes	Nlrp4f	rno:691086	0.6	No	No
Gene_3712	Ckap5	Gene	Yes	Nckap5l	rno:315297	0.67	No	No
Gene_3712	Ckap5	Gene	Yes	Nckap5	rno:363974	0.73	No	No
Gene_3713	Arhgap1	Gene	Yes	Arhgap15	rno:295635	0.93	No	No
Gene_3713	Arhgap1	Gene	Yes	Arhgap12	rno:307016	0.93	No	No
Gene_3713	Arhgap1	Gene	Yes	Arhgap10	rno:688429	0.93	No	No
Gene_3713	Arhgap1	Gene	Yes	Arhgap11a	rno:296060	0.88	No	No
Gene_3713	Arhgap1	Gene	Yes	Arhgap18	rno:293947	0.93	No	No
Gene_3713	Arhgap1	Gene	Yes	Arhgap17	rno:63994	0.93	No	No
Gene_3713	Arhgap1	Gene	Yes	Arhgap19	rno:679082	0.93	No	No
Gene_3726	Chst1	Gene	Yes	Chst12	rno:304322	0.91	No	No
Gene_3726	Chst1	Gene	Yes	Chst11	rno:314694	0.91	No	No
Gene_3726	Chst1	Gene	Yes	Chst14	rno:691394	0.91	No	No
Gene_3726	Chst1	Gene	Yes	Chst13	rno:500257	0.91	No	No
Gene_3726	Chst1	Gene	Yes	Chst10	rno:140568	0.91	No	No
Gene_3726	Chst1	Gene	Yes	Chst15	rno:286974	0.91	No	No
Gene_3733	Accs	Gene	Yes	Accsl	rno:690470	0.89	No	No
Gene_3754	Cat	Gene	Yes	Acat2	rno:308100	0.5	No	No
Gene_3754	Cat	Gene	Yes	Lpcat3	rno:362434	0.44	No	No
Gene_3754	Cat	Gene	Yes	Catsper2	rno:366174	0.55	No	No
Gene_3754	Cat	Gene	Yes	Gcat	rno:366959	0.57	No	No
Gene_3754	Cat	Gene	Yes	Lpcat2b	rno:289439	0.4	No	No
Gene_3754	Cat	Gene	Yes	Lpcat1	rno:361467	0.44	No	No
Gene_3754	Cat	Gene	Yes	Catsper3	rno:290989	0.55	No	No
Gene_3754	Cat	Gene	Yes	Lpcat4	rno:296048	0.44	No	No
Gene_3754	Cat	Gene	Yes	Catsperd	rno:680264	0.55	No	No
Gene_3754	Cat	Gene	Yes	Catsperg	rno:292767	0.55	No	No
Gene_3754	Cat	Gene	Yes	Mcat	rno:315173	0.57	No	No
Gene_3754	Cat	Gene	Yes	Lpcat2	rno:100359680	0.44	No	No
Gene_3754	Cat	Gene	Yes	Lcat	rno:24530	0.57	No	No
Gene_3754	Cat	Gene	Yes	Acat1	rno:25014	0.5	No	No
Gene_3754	Cat	Gene	Yes	Bcat1	rno:29592	0.5	No	No
Gene_3754	Cat	Gene	Yes	Bcat2	rno:64203	0.5	No	No
Gene_3754	Cat	Gene	Yes	Catip	rno:690437	0.75	No	No
Gene_3754	Cat	Gene	Yes	eosinophil cationic protein	rno:100361866	0.13	No	No
Gene_3754	Cat	Gene	Yes	serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform-like	rno:100362453	0.05	No	No
Gene_3754	Cat	Gene	Yes	replication protein A 14 kDa subunit-like	rno:100362927	0.09	No	No
Gene_3754	Cat	Gene	Yes	Catspere	rno:689786	0.55	No	No
Gene_3754	Cat	Gene	Yes	Catsperz	rno:100362120	0.55	No	No
Gene_3754	Cat	Gene	Yes	Acat2l1	rno:365096	0.4	No	No
Gene_3754	Cat	Gene	Yes	cation-dependent mannose-6-phosphate receptor-like	rno:120099209	0.08	No	No
Gene_3754	Cat	Gene	Yes	Catsper1	rno:689349	0.55	No	No
Gene_3754	Cat	Gene	Yes	Catsperb	rno:100910102	0.55	No	No
Gene_3754	Cat	Gene	Yes	Catsper4	rno:362623	0.55	No	No
Gene_3759	Lmo2	Gene	Yes	Elmo2	rno:362271	0.67	No	No
Gene_3760	Fbxo3	Gene	Yes	Fbxo30	rno:308283	0.91	No	No
Gene_3760	Fbxo3	Gene	Yes	Fbxo39	rno:303287	0.91	No	No
Gene_3760	Fbxo3	Gene	Yes	Fbxo31	rno:498959	0.91	No	No
Gene_3760	Fbxo3	Gene	Yes	Fbxo34	rno:305830	0.91	No	No
Gene_3760	Fbxo3	Gene	Yes	Fbxo33	rno:314157	0.91	No	No
Gene_3760	Fbxo3	Gene	Yes	Fbxo36	rno:363268	0.91	No	No
Gene_3760	Fbxo3	Gene	Yes	Fbxo38	rno:307390	0.91	No	No
Gene_3760	Fbxo3	Gene	Yes	Fbxo32	rno:171043	0.91	No	No
Gene_3772	Rcn1	Gene	Yes	Arcn1	rno:300674	0.67	No	No
Gene_3778	Arl14ep	Gene	Yes	Arl14epl	rno:685394	0.93	No	No
Gene_3795	Aven	Gene	Yes	scavenger receptor cysteine-rich domain-containing protein SCART1-like	rno:120098479	0.08	No	No
Gene_3801	Aqr	Gene	Yes	Paqr3	rno:305203	0.5	No	No
Gene_3801	Aqr	Gene	Yes	Paqr5	rno:315741	0.5	No	No
Gene_3801	Aqr	Gene	Yes	Paqr8	rno:316275	0.5	No	No
Gene_3801	Aqr	Gene	Yes	Paqr4	rno:302967	0.5	No	No
Gene_3801	Aqr	Gene	Yes	Paqr7	rno:313615	0.5	No	No
Gene_3801	Aqr	Gene	Yes	Paqr6	rno:681021	0.5	No	No
Gene_3801	Aqr	Gene	Yes	Paqr9	rno:315904	0.5	No	No
Gene_3823	Rad51	Gene	Yes	Rad51ap1	rno:689055	0.77	No	No
Gene_3823	Rad51	Gene	Yes	Rad51d	rno:303375	0.91	No	No
Gene_3823	Rad51	Gene	Yes	Rad51c	rno:497976	0.91	No	No
Gene_3823	Rad51	Gene	Yes	Rad51ap2	rno:100360197	0.77	No	No
Gene_3823	Rad51	Gene	Yes	Rad51b	rno:500679	0.91	No	No
Gene_3833	Ino80	Gene	Yes	Ino80e	rno:293494	0.91	No	No
Gene_3833	Ino80	Gene	Yes	Ino80c	rno:291737	0.91	No	No
Gene_3833	Ino80	Gene	Yes	Ino80b	rno:500225	0.91	No	No
Gene_3833	Ino80	Gene	Yes	Ino80d	rno:316440	0.91	No	No
Gene_3840	Rpap1	Gene	Yes	Lrpap1	rno:116565	0.73	No	No
Gene_3842	Mga	Gene	Yes	Mgat4a	rno:367252	0.67	No	No
Gene_3842	Mga	Gene	Yes	Mgat4d	rno:304646	0.67	No	No
Gene_3842	Mga	Gene	Yes	Mgat5b	rno:303693	0.67	No	No
Gene_3842	Mga	Gene	Yes	Mgarp	rno:689931	0.75	No	No
Gene_3842	Mga	Gene	Yes	Mgat4b	rno:303100	0.67	No	No
Gene_3842	Mga	Gene	Yes	Mgat4c	rno:299756	0.67	No	No
Gene_3842	Mga	Gene	Yes	Mgat3	rno:29582	0.75	No	No
Gene_3842	Mga	Gene	Yes	Mgat5	rno:65271	0.75	No	No
Gene_3842	Mga	Gene	Yes	Mgat1	rno:81519	0.75	No	No
Gene_3842	Mga	Gene	Yes	Hmga2	rno:84017	0.5	No	No
Gene_3842	Mga	Gene	Yes	Mgat2	rno:94273	0.75	No	No
Gene_3842	Mga	Gene	Yes	Hmga1	rno:117062	0.5	No	No
Gene_3842	Mga	Gene	Yes	Mgat4e	rno:289038	0.67	No	No
Gene_3842	Mga	Gene	Yes	Mgam	rno:312272	0.86	No	No
Gene_3883	B2m	Gene	Yes	Tfb2m	rno:289307	0.5	No	No
Gene_3886	Shf	Gene	Yes	Shfl	rno:500956	0.86	No	No
Gene_3899	Shc4	Gene	Yes	Washc4	rno:314690	0.6	No	No
Gene_3907	Gabpb1	Gene	Yes	Gabpb1l	rno:364738	0.92	No	No
Gene_3908	Usp8	Gene	Yes	Dusp8	rno:361679	0.67	No	No
Gene_3924	Mal	Gene	Yes	Mall	rno:362211	0.86	No	No
Gene_3924	Mal	Gene	Yes	ribosomal protein L14	rno:306079	0.17	No	No
Gene_3924	Mal	Gene	Yes	Ribosomal_L22 domain containing protein RGD1359290	rno:360649	0.08	No	No
Gene_3924	Mal	Gene	Yes	Malsu1	rno:297082	0.67	No	No
Gene_3924	Mal	Gene	Yes	centrosomal protein C10orf90 homolog	rno:100302465	0.1	No	No
Gene_3924	Mal	Gene	Yes	Malrd1	rno:100361092	0.67	No	No
Gene_3924	Mal	Gene	Yes	Tamalin	rno:192254	0.4	No	No
Gene_3924	Mal	Gene	Yes	Mal2	rno:362911	0.86	No	No
Gene_3924	Mal	Gene	Yes	Z39 small nucleolar RNA	rno:252890	0.15	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S13	rno:684988	0.14	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L38	rno:690468	0.14	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L17-like	rno:120102453	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L30	rno:100362027	0.14	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S26	rno:100360508	0.14	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S28	rno:100359503	0.14	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S12	rno:100360573	0.14	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S19-like	rno:100362339	0.12	No	No
Gene_3924	Mal	Gene	Yes	CDC42 small effector protein 2	rno:100362023	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L30-like	rno:108352004	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L8	rno:100360117	0.15	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L9	rno:100364457	0.15	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S20	rno:100359951	0.14	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L22	rno:100360057	0.14	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S7	rno:100362830	0.15	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L37	rno:120093056	0.14	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S26-like	rno:688948	0.12	No	No
Gene_3924	Mal	Gene	Yes	small nuclear ribonucleoprotein G	rno:687679	0.11	No	No
Gene_3924	Mal	Gene	Yes	histone H2B subacrosomal variant	rno:684444	0.11	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S13-like	rno:683961	0.12	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S14	rno:100911847	0.14	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L36a-like	rno:103693700	0.12	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S27-like	rno:102554672	0.12	No	No
Gene_3924	Mal	Gene	Yes	non-histone chromosomal protein HMG-17	rno:100360316	0.1	No	No
Gene_3924	Mal	Gene	Yes	Malt1	rno:307366	0.75	No	No
Gene_3924	Mal	Gene	Yes	small proline-rich protein 2D	rno:102552542	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L10-like	rno:100912132	0.12	No	No
Gene_3924	Mal	Gene	Yes	axonemal-like isoform X1	rno:102555817	0.15	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S17	rno:100365810	0.14	No	No
Gene_3924	Mal	Gene	Yes	small membrane A-kinase anchor protein	rno:685203	0.1	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L26-like 1	rno:100910596	0.11	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L12	rno:102555453	0.14	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L36-like	rno:100359616	0.12	No	No
Gene_3924	Mal	Gene	Yes	putative 60S ribosomal protein L39-like 5	rno:103691460	0.09	No	No
Gene_3924	Mal	Gene	Yes	small proline-rich protein 2E-like	rno:103691627	0.11	No	No
Gene_3924	Mal	Gene	Yes	small proline-rich protein 2I-like	rno:120100584	0.11	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L37a-like	rno:120093072	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L39	rno:103690821	0.14	No	No
Gene_3924	Mal	Gene	Yes	non-histone chromosomal protein HMG-14-like	rno:680964	0.09	No	No
Gene_3924	Mal	Gene	Yes	epididymal secretory protein E3-beta-like	rno:103693823	0.09	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L29-like	rno:108350852	0.12	No	No
Gene_3924	Mal	Gene	Yes	small integral membrane protein 10-like protein 2A	rno:103694491	0.08	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L10a-like	rno:680700	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L21-like	rno:120103572	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L35a	rno:108351058	0.14	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L27a-like	rno:108351073	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L21	rno:108349002	0.14	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S29	rno:108352650	0.14	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L23-like	rno:108350588	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L23a-like	rno:680441	0.12	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S28-like	rno:108353424	0.12	No	No
Gene_3924	Mal	Gene	Yes	peroxisomal biogenesis factor 19	rno:102548286	0.11	No	No
Gene_3924	Mal	Gene	Yes	28S ribosomal protein S36	rno:100360521	0.14	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L27-like	rno:120097785	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L35-like	rno:686074	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L9-like	rno:103692519	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L31-like	rno:100910017	0.12	No	No
Gene_3924	Mal	Gene	Yes	39S ribosomal protein L50	rno:120093591	0.14	No	No
Gene_3924	Mal	Gene	Yes	40S ribosomal protein S25-like	rno:685085	0.12	No	No
Gene_3924	Mal	Gene	Yes	60S ribosomal protein L35a-like	rno:108351377	0.12	No	No
Gene_3924	Mal	Gene	Yes	small integral membrane protein 41	rno:103692985	0.11	No	No
