UniqueID	Feature_Name	Feature_Type	KEGG_ID	Pathway_ID	Pathway_Name
Gene_8699	Stx18	Gene	rno:360953	path:rno04145	Phagosome
Gene_8700	Msx1	Gene	rno:81710	path:rno05166	Human T-cell leukemia virus 1 infection
Gene_8701	Cytl1	Gene	rno:498392	NA	NA
Gene_8702	Evc2	Gene	rno:289711	path:rno04340	Hedgehog signaling pathway
Gene_8703	Evc	Gene	rno:289712	path:rno04340	Hedgehog signaling pathway
Gene_8704	Crmp1	Gene	rno:25415	NA	NA
Gene_8705	AABR07015812.1	Gene	NA	NA	NA
Gene_8706	Jakmip1	Gene	rno:305434	NA	NA
Gene_8707	Wfs1	Gene	rno:83725	path:rno04141	Protein processing in endoplasmic reticulum
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno03015	mRNA surveillance pathway
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno04071	Sphingolipid signaling pathway
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno04151	PI3K-Akt signaling pathway
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno04152	AMPK signaling pathway
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno04261	Adrenergic signaling in cardiomyocytes
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno04390	Hippo signaling pathway
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno04530	Tight junction
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno04728	Dopaminergic synapse
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno05142	Chagas disease
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno05160	Hepatitis C
Gene_8708	Ppp2r2c	Gene	rno:117256	path:rno05165	Human papillomavirus infection
Gene_8709	Mrfap1	Gene	rno:282585	NA	NA
Gene_8710	Bloc1s4	Gene	rno:364183	NA	NA
Gene_8711	Tbc1d14	Gene	rno:360956	NA	NA
Gene_8712	LOC680039	Gene	rno:680039	NA	NA
Gene_8713	Ccdc96	Gene	rno:289716	NA	NA
Gene_8714	Tada2b	Gene	rno:289717	NA	NA
Gene_8715	Grpel1	Gene	rno:79563	NA	NA
Gene_8716	Sorcs2	Gene	rno:305438	NA	NA
Gene_8717	Afap1	Gene	rno:140935	NA	NA
Gene_8718	Ablim2	Gene	rno:360958	path:rno04360	Axon guidance
Gene_8719	Sh3tc1	Gene	rno:305441	NA	NA
Gene_8720	Htra3	Gene	rno:171495	NA	NA
Gene_8721	Acox3	Gene	rno:83522	path:rno00071	Fatty acid degradation
Gene_8721	Acox3	Gene	rno:83522	path:rno00410	beta-Alanine metabolism
Gene_8721	Acox3	Gene	rno:83522	path:rno00592	alpha-Linolenic acid metabolism
Gene_8721	Acox3	Gene	rno:83522	path:rno00640	Propanoate metabolism
Gene_8721	Acox3	Gene	rno:83522	path:rno01040	Biosynthesis of unsaturated fatty acids
Gene_8721	Acox3	Gene	rno:83522	path:rno01100	Metabolic pathways
Gene_8721	Acox3	Gene	rno:83522	path:rno01200	Carbon metabolism
Gene_8721	Acox3	Gene	rno:83522	path:rno01212	Fatty acid metabolism
Gene_8721	Acox3	Gene	rno:83522	path:rno03320	PPAR signaling pathway
Gene_8721	Acox3	Gene	rno:83522	path:rno04024	cAMP signaling pathway
Gene_8721	Acox3	Gene	rno:83522	path:rno04146	Peroxisome
Gene_8722	Trmt44	Gene	rno:305443	NA	NA
Gene_8723	Cpz	Gene	rno:83575	NA	NA
Gene_8724	Adra2c	Gene	rno:24175	path:rno04022	cGMP-PKG signaling pathway
Gene_8724	Adra2c	Gene	rno:24175	path:rno04080	Neuroactive ligand-receptor interaction
Gene_8725	Lrpap1	Gene	rno:116565	path:rno04979	Cholesterol metabolism
Gene_8726	Dok7	Gene	rno:305448	NA	NA
Gene_8727	Rgs12	Gene	rno:54292	NA	NA
Gene_8728	Msantd1	Gene	rno:498394	NA	NA
Gene_8729	Htt	Gene	rno:29424	path:rno05016	Huntington disease
Gene_8729	Htt	Gene	rno:29424	path:rno05022	Pathways of neurodegeneration
Gene_8730	Grk4	Gene	rno:59077	path:rno04062	Chemokine signaling pathway
Gene_8730	Grk4	Gene	rno:59077	path:rno04144	Endocytosis
Gene_8730	Grk4	Gene	rno:59077	path:rno05032	Morphine addiction
Gene_8731	Nop14	Gene	rno:289724	NA	NA
Gene_8732	Mfsd10	Gene	rno:305449	NA	NA
Gene_8733	Add1	Gene	rno:78968	path:rno04152	AMPK signaling pathway
Gene_8733	Add1	Gene	rno:78968	path:rno04910	Insulin signaling pathway
Gene_8733	Add1	Gene	rno:78968	path:rno04931	Insulin resistance
Gene_8733	Add1	Gene	rno:78968	path:rno04932	Non-alcoholic fatty liver disease
Gene_8734	Sh3bp2	Gene	rno:305450	path:rno04650	Natural killer cell mediated cytotoxicity
Gene_8735	Tnip2	Gene	rno:305451	NA	NA
Gene_8736	Fam193a	Gene	rno:305452	NA	NA
Gene_8737	Rnf4	Gene	rno:29274	NA	NA
Gene_8738	Cfap99	Gene	rno:305453	NA	NA
Gene_8739	Zfyve28	Gene	rno:305454	NA	NA
Gene_8740	Mxd4	Gene	rno:360961	NA	NA
Gene_8741	Haus3	Gene	rno:680477	NA	NA
Gene_8742	Poln	Gene	rno:102555079	path:rno03460	Fanconi anemia pathway
Gene_8743	Nat8l	Gene	rno:289727	path:rno00250	Alanine, aspartate and glutamate metabolism
Gene_8743	Nat8l	Gene	rno:289727	path:rno01100	Metabolic pathways
Gene_8744	RGD1560394	Gene	rno:289728	NA	NA
Gene_8745	Nelfa	Gene	rno:305455	NA	NA
Gene_8746	Nsd2	Gene	rno:680537	path:rno00310	Lysine degradation
Gene_8746	Nsd2	Gene	rno:680537	path:rno01100	Metabolic pathways
Gene_8746	Nsd2	Gene	rno:680537	path:rno05202	Transcriptional misregulation in cancer
Gene_8747	Letm1	Gene	rno:305457	NA	NA
Gene_8748	Fgfr3	Gene	rno:84489	path:rno01521	EGFR tyrosine kinase inhibitor resistance
Gene_8748	Fgfr3	Gene	rno:84489	path:rno04010	MAPK signaling pathway
Gene_8748	Fgfr3	Gene	rno:84489	path:rno04014	Ras signaling pathway
Gene_8748	Fgfr3	Gene	rno:84489	path:rno04015	Rap1 signaling pathway
Gene_8748	Fgfr3	Gene	rno:84489	path:rno04020	Calcium signaling pathway
Gene_8748	Fgfr3	Gene	rno:84489	path:rno04144	Endocytosis
Gene_8748	Fgfr3	Gene	rno:84489	path:rno04151	PI3K-Akt signaling pathway
Gene_8748	Fgfr3	Gene	rno:84489	path:rno04550	Signaling pathways regulating pluripotency of stem cells
Gene_8748	Fgfr3	Gene	rno:84489	path:rno04810	Regulation of actin cytoskeleton
Gene_8748	Fgfr3	Gene	rno:84489	path:rno05200	Pathways in cancer
Gene_8748	Fgfr3	Gene	rno:84489	path:rno05206	MicroRNAs in cancer
Gene_8748	Fgfr3	Gene	rno:84489	path:rno05219	Bladder cancer
Gene_8748	Fgfr3	Gene	rno:84489	path:rno05230	Central carbon metabolism in cancer
Gene_8749	Tacc3	Gene	rno:360962	path:rno03013	RNA transport
Gene_8750	Tmem129	Gene	rno:305458	NA	NA
Gene_8751	Slbp	Gene	rno:681062	NA	NA
Gene_8752	Fam53a	Gene	rno:305461	NA	NA
Gene_8753	Uvssa	Gene	rno:314061	NA	NA
Gene_8754	Maea	Gene	rno:298982	NA	NA
Gene_8755	Ctbp1	Gene	rno:29382	path:rno04310	Wnt signaling pathway
Gene_8755	Ctbp1	Gene	rno:29382	path:rno04330	Notch signaling pathway
Gene_8755	Ctbp1	Gene	rno:29382	path:rno05200	Pathways in cancer
Gene_8755	Ctbp1	Gene	rno:29382	path:rno05220	Chronic myeloid leukemia
Gene_8756	LOC100910790	Gene	NA	NA	NA
Gene_8756	Spon2	Gene	rno:171569	NA	NA
Gene_8757	Ywhah	Gene	rno:25576	path:rno04110	Cell cycle
Gene_8757	Ywhah	Gene	rno:25576	path:rno04114	Oocyte meiosis
Gene_8757	Ywhah	Gene	rno:25576	path:rno04151	PI3K-Akt signaling pathway
Gene_8757	Ywhah	Gene	rno:25576	path:rno04390	Hippo signaling pathway
Gene_8757	Ywhah	Gene	rno:25576	path:rno05160	Hepatitis C
Gene_8757	Ywhah	Gene	rno:25576	path:rno05203	Viral carcinogenesis
Gene_8758	Depdc5	Gene	rno:305464	path:rno04150	mTOR signaling pathway
Gene_8759	Prr14l	Gene	rno:305466	NA	NA
Gene_8760	Pisd	Gene	rno:681361	path:rno00564	Glycerophospholipid metabolism
Gene_8760	Pisd	Gene	rno:681361	path:rno01100	Metabolic pathways
Gene_8761	Sfi1	Gene	rno:305467	NA	NA
Gene_8762	Eif4enif1	Gene	rno:305468	NA	NA
Gene_8763	Drg1	Gene	rno:305470	NA	NA
Gene_8764	Patz1	Gene	rno:305471	NA	NA
Gene_8765	Pik3ip1	Gene	rno:305472	NA	NA
Gene_8766	Limk2	Gene	rno:29524	path:rno04360	Axon guidance
Gene_8766	Limk2	Gene	rno:29524	path:rno04666	Fc gamma R-mediated phagocytosis
Gene_8766	Limk2	Gene	rno:29524	path:rno04810	Regulation of actin cytoskeleton
Gene_8766	Limk2	Gene	rno:29524	path:rno05170	Human immunodeficiency virus 1 infection
Gene_8767	Rnf185	Gene	rno:360967	path:rno04141	Protein processing in endoplasmic reticulum
Gene_8768	Pla2g3	Gene	rno:289733	path:rno00564	Glycerophospholipid metabolism
Gene_8768	Pla2g3	Gene	rno:289733	path:rno00565	Ether lipid metabolism
Gene_8768	Pla2g3	Gene	rno:289733	path:rno00590	Arachidonic acid metabolism
Gene_8768	Pla2g3	Gene	rno:289733	path:rno00591	Linoleic acid metabolism
Gene_8768	Pla2g3	Gene	rno:289733	path:rno00592	alpha-Linolenic acid metabolism
Gene_8768	Pla2g3	Gene	rno:289733	path:rno01100	Metabolic pathways
Gene_8768	Pla2g3	Gene	rno:289733	path:rno04014	Ras signaling pathway
Gene_8768	Pla2g3	Gene	rno:289733	path:rno04270	Vascular smooth muscle contraction
Gene_8768	Pla2g3	Gene	rno:289733	path:rno04972	Pancreatic secretion
Gene_8768	Pla2g3	Gene	rno:289733	path:rno04975	Fat digestion and absorption
Gene_8769	Inpp5j	Gene	rno:171088	path:rno00562	Inositol phosphate metabolism
Gene_8769	Inpp5j	Gene	rno:171088	path:rno01100	Metabolic pathways
Gene_8770	Selenom	Gene	rno:498398	NA	NA
Gene_8771	Smtn	Gene	rno:289734	NA	NA
Gene_8772	Tug1	Gene	rno:100125371	NA	NA
Gene_8773	Morc2	Gene	rno:289736	NA	NA
Gene_8774	Osbp2	Gene	rno:305475	NA	NA
Gene_8775	Dusp18	Gene	rno:305477	NA	NA
Gene_8776	Slc35e4	Gene	rno:266687	NA	NA
Gene_8777	Tcn2	Gene	rno:64365	path:rno04977	Vitamin digestion and absorption
Gene_8778	Pes1	Gene	rno:289740	NA	NA
Gene_8779	Gal3st1	Gene	rno:683713	path:rno00565	Ether lipid metabolism
Gene_8779	Gal3st1	Gene	rno:683713	path:rno00600	Sphingolipid metabolism
Gene_8779	Gal3st1	Gene	rno:683713	path:rno01100	Metabolic pathways
Gene_8780	Sec14l3	Gene	rno:64543	NA	NA
Gene_8780	Sec14l4	Gene	rno:498399	NA	NA
Gene_8781	Mtfp1	Gene	rno:289745	NA	NA
Gene_8782	Sec14l2	Gene	rno:116486	NA	NA
Gene_8783	Rnf215	Gene	rno:305478	NA	NA
Gene_8784	Ccdc157	Gene	rno:681091	NA	NA
Gene_8785	Sf3a1	Gene	rno:305479	path:rno03040	Spliceosome
Gene_8786	Tbc1d10a	Gene	rno:360968	NA	NA
Gene_8787	Castor1	Gene	NA	NA	NA
Gene_8788	Mtmr3	Gene	rno:305482	path:rno00562	Inositol phosphate metabolism
Gene_8788	Mtmr3	Gene	rno:305482	path:rno01100	Metabolic pathways
Gene_8788	Mtmr3	Gene	rno:305482	path:rno04070	Phosphatidylinositol signaling system
Gene_8788	Mtmr3	Gene	rno:305482	path:rno04140	Autophagy
Gene_8789	Ascc2	Gene	rno:498402	NA	NA
Gene_8790	Uqcr10	Gene	rno:685322	path:rno00190	Oxidative phosphorylation
Gene_8790	Uqcr10	Gene	rno:685322	path:rno01100	Metabolic pathways
Gene_8790	Uqcr10	Gene	rno:685322	path:rno04260	Cardiac muscle contraction
Gene_8790	Uqcr10	Gene	rno:685322	path:rno04714	Thermogenesis
Gene_8790	Uqcr10	Gene	rno:685322	path:rno04932	Non-alcoholic fatty liver disease
Gene_8790	Uqcr10	Gene	rno:685322	path:rno05010	Alzheimer disease
Gene_8790	Uqcr10	Gene	rno:685322	path:rno05012	Parkinson disease
Gene_8790	Uqcr10	Gene	rno:685322	path:rno05014	Amyotrophic lateral sclerosis
Gene_8790	Uqcr10	Gene	rno:685322	path:rno05016	Huntington disease
Gene_8790	Uqcr10	Gene	rno:685322	path:rno05020	Prion disease
Gene_8790	Uqcr10	Gene	rno:685322	path:rno05022	Pathways of neurodegeneration
Gene_8790	Uqcr10	Gene	rno:685322	path:rno05415	Diabetic cardiomyopathy
Gene_8791	Zmat5	Gene	rno:501926	NA	NA
Gene_8792	Cabp7	Gene	rno:360970	NA	NA
Gene_8793	Nf2	Gene	rno:25744	path:rno04390	Hippo signaling pathway
Gene_8793	Nf2	Gene	rno:25744	path:rno04392	Hippo signaling pathway
Gene_8793	Nf2	Gene	rno:25744	path:rno04530	Tight junction
Gene_8794	Nipsnap1	Gene	rno:360971	NA	NA
Gene_8795	Thoc5	Gene	rno:360972	path:rno03013	RNA transport
Gene_8796	Nefh	Gene	rno:24587	path:rno05014	Amyotrophic lateral sclerosis
Gene_8796	Nefh	Gene	rno:24587	path:rno05022	Pathways of neurodegeneration
Gene_8797	Ap1b1	Gene	rno:29663	path:rno04142	Lysosome
Gene_8797	Ap1b1	Gene	rno:29663	path:rno05170	Human immunodeficiency virus 1 infection
Gene_8798	Gas2l1	Gene	rno:360973	NA	NA
Gene_8799	Ewsr1	Gene	rno:289752	path:rno05202	Transcriptional misregulation in cancer
Gene_8800	Rhbdd3	Gene	rno:289753	NA	NA
Gene_8801	Emid1	Gene	rno:685462	NA	NA
Gene_8802	Kremen1	Gene	rno:114107	NA	NA
Gene_8803	Xbp1	Gene	rno:289754	path:rno04141	Protein processing in endoplasmic reticulum
Gene_8803	Xbp1	Gene	rno:289754	path:rno04932	Non-alcoholic fatty liver disease
Gene_8803	Xbp1	Gene	rno:289754	path:rno05010	Alzheimer disease
Gene_8803	Xbp1	Gene	rno:289754	path:rno05012	Parkinson disease
Gene_8803	Xbp1	Gene	rno:289754	path:rno05014	Amyotrophic lateral sclerosis
Gene_8803	Xbp1	Gene	rno:289754	path:rno05017	Spinocerebellar ataxia
Gene_8803	Xbp1	Gene	rno:289754	path:rno05022	Pathways of neurodegeneration
Gene_8803	Xbp1	Gene	rno:289754	path:rno05417	Lipid and atherosclerosis
Gene_8804	Ccdc117	Gene	rno:498404	NA	NA
Gene_8805	AC136588.3	Gene	NA	NA	NA
Gene_8806	Mrps24	Gene	rno:498406	NA	NA
Gene_8807	Urgcp	Gene	rno:305493	NA	NA
Gene_8808	Dbnl	Gene	rno:83527	NA	NA
Gene_8809	Polm	Gene	rno:289757	path:rno03450	Non-homologous end-joining
Gene_8810	Aebp1	Gene	rno:305494	NA	NA
Gene_8811	Pold2	Gene	rno:289758	path:rno03030	DNA replication
Gene_8811	Pold2	Gene	rno:289758	path:rno03410	Base excision repair
Gene_8811	Pold2	Gene	rno:289758	path:rno03420	Nucleotide excision repair
Gene_8811	Pold2	Gene	rno:289758	path:rno03430	Mismatch repair
Gene_8811	Pold2	Gene	rno:289758	path:rno03440	Homologous recombination
Gene_8812	Ykt6	Gene	rno:64351	path:rno04130	SNARE interactions in vesicular transport
Gene_8813	Camk2b	Gene	rno:24245	path:rno04012	ErbB signaling pathway
Gene_8813	Camk2b	Gene	rno:24245	path:rno04020	Calcium signaling pathway
Gene_8813	Camk2b	Gene	rno:24245	path:rno04024	cAMP signaling pathway
Gene_8813	Camk2b	Gene	rno:24245	path:rno04066	HIF-1 signaling pathway
Gene_8813	Camk2b	Gene	rno:24245	path:rno04114	Oocyte meiosis
Gene_8813	Camk2b	Gene	rno:24245	path:rno04217	Necroptosis
Gene_8813	Camk2b	Gene	rno:24245	path:rno04261	Adrenergic signaling in cardiomyocytes
Gene_8813	Camk2b	Gene	rno:24245	path:rno04310	Wnt signaling pathway
Gene_8813	Camk2b	Gene	rno:24245	path:rno04360	Axon guidance
Gene_8813	Camk2b	Gene	rno:24245	path:rno04713	Circadian entrainment
Gene_8813	Camk2b	Gene	rno:24245	path:rno04720	Long-term potentiation
Gene_8813	Camk2b	Gene	rno:24245	path:rno04722	Neurotrophin signaling pathway
Gene_8813	Camk2b	Gene	rno:24245	path:rno04725	Cholinergic synapse
Gene_8813	Camk2b	Gene	rno:24245	path:rno04728	Dopaminergic synapse
Gene_8813	Camk2b	Gene	rno:24245	path:rno04740	Olfactory transduction
Gene_8813	Camk2b	Gene	rno:24245	path:rno04750	Inflammatory mediator regulation of TRP channels
Gene_8813	Camk2b	Gene	rno:24245	path:rno04911	Insulin secretion
Gene_8813	Camk2b	Gene	rno:24245	path:rno04912	GnRH signaling pathway
Gene_8813	Camk2b	Gene	rno:24245	path:rno04916	Melanogenesis
Gene_8813	Camk2b	Gene	rno:24245	path:rno04921	Oxytocin signaling pathway
Gene_8813	Camk2b	Gene	rno:24245	path:rno04922	Glucagon signaling pathway
Gene_8813	Camk2b	Gene	rno:24245	path:rno04925	Aldosterone synthesis and secretion
Gene_8813	Camk2b	Gene	rno:24245	path:rno04934	Cushing syndrome
Gene_8813	Camk2b	Gene	rno:24245	path:rno04971	Gastric acid secretion
Gene_8813	Camk2b	Gene	rno:24245	path:rno05012	Parkinson disease
Gene_8813	Camk2b	Gene	rno:24245	path:rno05022	Pathways of neurodegeneration
Gene_8813	Camk2b	Gene	rno:24245	path:rno05031	Amphetamine addiction
Gene_8813	Camk2b	Gene	rno:24245	path:rno05152	Tuberculosis
Gene_8813	Camk2b	Gene	rno:24245	path:rno05200	Pathways in cancer
Gene_8813	Camk2b	Gene	rno:24245	path:rno05205	Proteoglycans in cancer
Gene_8813	Camk2b	Gene	rno:24245	path:rno05214	Glioma
Gene_8813	Camk2b	Gene	rno:24245	path:rno05415	Diabetic cardiomyopathy
Gene_8813	Camk2b	Gene	rno:24245	path:rno05417	Lipid and atherosclerosis
Gene_8814	Nudcd3	Gene	rno:100125378	NA	NA
Gene_8815	Ddx56	Gene	rno:289780	NA	NA
Gene_8816	Tmed4	Gene	rno:305502	NA	NA
Gene_8817	LOC103693780	Gene	NA	NA	NA
Gene_8817	Ogdh	Gene	rno:360975	path:rno00020	Citrate cycle (TCA cycle)
Gene_8817	Ogdh	Gene	rno:360975	path:rno01100	Metabolic pathways
Gene_8817	Ogdh	Gene	rno:360975	path:rno01200	Carbon metabolism
Gene_8818	LOC103693776	Gene	NA	NA	NA
Gene_8819	Ppia	Gene	rno:25518	path:rno04217	Necroptosis
Gene_8820	H2afv	Gene	rno:685909	path:rno04217	Necroptosis
Gene_8820	H2afv	Gene	rno:685909	path:rno04613	Neutrophil extracellular trap formation
Gene_8820	H2afv	Gene	rno:685909	path:rno05034	Alcoholism
Gene_8820	H2afv	Gene	rno:685909	path:rno05322	Systemic lupus erythematosus
Gene_8821	AC106663.2	Gene	NA	NA	NA
Gene_8822	Purb	Gene	rno:498407	NA	NA
Gene_8823	Ccm2	Gene	rno:305505	NA	NA
Gene_8824	Nacad	Gene	rno:289786	NA	NA
Gene_8825	Tbrg4	Gene	rno:360977	NA	NA
Gene_8826	Ramp3	Gene	rno:56820	path:rno04270	Vascular smooth muscle contraction
Gene_8827	Adcy1	Gene	rno:305509	path:rno00230	Purine metabolism
Gene_8827	Adcy1	Gene	rno:305509	path:rno01100	Metabolic pathways
Gene_8827	Adcy1	Gene	rno:305509	path:rno01522	Endocrine resistance
Gene_8827	Adcy1	Gene	rno:305509	path:rno04015	Rap1 signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04020	Calcium signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04022	cGMP-PKG signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04024	cAMP signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04062	Chemokine signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04072	Phospholipase D signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04114	Oocyte meiosis
Gene_8827	Adcy1	Gene	rno:305509	path:rno04211	Longevity regulating pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04213	Longevity regulating pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04261	Adrenergic signaling in cardiomyocytes
Gene_8827	Adcy1	Gene	rno:305509	path:rno04270	Vascular smooth muscle contraction
Gene_8827	Adcy1	Gene	rno:305509	path:rno04371	Apelin signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04540	Gap junction
Gene_8827	Adcy1	Gene	rno:305509	path:rno04611	Platelet activation
Gene_8827	Adcy1	Gene	rno:305509	path:rno04713	Circadian entrainment
Gene_8827	Adcy1	Gene	rno:305509	path:rno04714	Thermogenesis
Gene_8827	Adcy1	Gene	rno:305509	path:rno04720	Long-term potentiation
Gene_8827	Adcy1	Gene	rno:305509	path:rno04723	Retrograde endocannabinoid signaling
Gene_8827	Adcy1	Gene	rno:305509	path:rno04724	Glutamatergic synapse
Gene_8827	Adcy1	Gene	rno:305509	path:rno04725	Cholinergic synapse
Gene_8827	Adcy1	Gene	rno:305509	path:rno04727	GABAergic synapse
Gene_8827	Adcy1	Gene	rno:305509	path:rno04750	Inflammatory mediator regulation of TRP channels
Gene_8827	Adcy1	Gene	rno:305509	path:rno04911	Insulin secretion
Gene_8827	Adcy1	Gene	rno:305509	path:rno04912	GnRH signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04913	Ovarian steroidogenesis
Gene_8827	Adcy1	Gene	rno:305509	path:rno04914	Progesterone-mediated oocyte maturation
Gene_8827	Adcy1	Gene	rno:305509	path:rno04915	Estrogen signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04916	Melanogenesis
Gene_8827	Adcy1	Gene	rno:305509	path:rno04918	Thyroid hormone synthesis
Gene_8827	Adcy1	Gene	rno:305509	path:rno04921	Oxytocin signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04923	Regulation of lipolysis in adipocytes
Gene_8827	Adcy1	Gene	rno:305509	path:rno04925	Aldosterone synthesis and secretion
Gene_8827	Adcy1	Gene	rno:305509	path:rno04926	Relaxin signaling pathway
Gene_8827	Adcy1	Gene	rno:305509	path:rno04927	Cortisol synthesis and secretion
Gene_8827	Adcy1	Gene	rno:305509	path:rno04928	Parathyroid hormone synthesis, secretion and action
Gene_8827	Adcy1	Gene	rno:305509	path:rno04934	Cushing syndrome
Gene_8827	Adcy1	Gene	rno:305509	path:rno04935	Growth hormone synthesis, secretion and action
Gene_8827	Adcy1	Gene	rno:305509	path:rno04970	Salivary secretion
Gene_8827	Adcy1	Gene	rno:305509	path:rno04971	Gastric acid secretion
Gene_8827	Adcy1	Gene	rno:305509	path:rno04972	Pancreatic secretion
Gene_8827	Adcy1	Gene	rno:305509	path:rno04976	Bile secretion
Gene_8827	Adcy1	Gene	rno:305509	path:rno05032	Morphine addiction
Gene_8827	Adcy1	Gene	rno:305509	path:rno05142	Chagas disease
Gene_8827	Adcy1	Gene	rno:305509	path:rno05146	Amoebiasis
Gene_8827	Adcy1	Gene	rno:305509	path:rno05163	Human cytomegalovirus infection
Gene_8827	Adcy1	Gene	rno:305509	path:rno05166	Human T-cell leukemia virus 1 infection
Gene_8827	Adcy1	Gene	rno:305509	path:rno05200	Pathways in cancer
Gene_8827	Adcy1	Gene	rno:305509	path:rno05414	Dilated cardiomyopathy
Gene_8828	Igfbp3	Gene	rno:24484	path:rno04115	p53 signaling pathway
Gene_8828	Igfbp3	Gene	rno:24484	path:rno04218	Cellular senescence
Gene_8828	Igfbp3	Gene	rno:24484	path:rno04935	Growth hormone synthesis, secretion and action
Gene_8828	Igfbp3	Gene	rno:24484	path:rno05202	Transcriptional misregulation in cancer
Gene_8829	Tns3	Gene	rno:360980	NA	NA
Gene_8830	Hus1	Gene	rno:498411	path:rno04218	Cellular senescence
Gene_8831	Upp1	Gene	rno:289801	path:rno00240	Pyrimidine metabolism
Gene_8831	Upp1	Gene	rno:289801	path:rno00983	Drug metabolism
Gene_8831	Upp1	Gene	rno:289801	path:rno01100	Metabolic pathways
Gene_8832	Vwc2	Gene	rno:501231	NA	NA
Gene_8833	Fignl1	Gene	rno:289777	NA	NA
Gene_8834	Ddc	Gene	rno:24311	path:rno00350	Tyrosine metabolism
Gene_8834	Ddc	Gene	rno:24311	path:rno00360	Phenylalanine metabolism
Gene_8834	Ddc	Gene	rno:24311	path:rno00380	Tryptophan metabolism
Gene_8834	Ddc	Gene	rno:24311	path:rno01100	Metabolic pathways
Gene_8834	Ddc	Gene	rno:24311	path:rno04726	Serotonergic synapse
Gene_8834	Ddc	Gene	rno:24311	path:rno04728	Dopaminergic synapse
Gene_8834	Ddc	Gene	rno:24311	path:rno05030	Cocaine addiction
Gene_8834	Ddc	Gene	rno:24311	path:rno05031	Amphetamine addiction
Gene_8834	Ddc	Gene	rno:24311	path:rno05034	Alcoholism
Gene_8835	Grb10	Gene	rno:498416	path:rno04150	mTOR signaling pathway
Gene_8836	Cobl	Gene	rno:305497	NA	NA
Gene_8837	AABR07016141.1	Gene	NA	NA	NA
Gene_8838	Vstm2a	Gene	rno:689106	NA	NA
Gene_8839	Sec61g	Gene	rno:689134	path:rno03060	Protein export
Gene_8839	Sec61g	Gene	rno:689134	path:rno04141	Protein processing in endoplasmic reticulum
Gene_8839	Sec61g	Gene	rno:689134	path:rno04145	Phagosome
Gene_8840	Egfr	Gene	rno:24329	path:rno01521	EGFR tyrosine kinase inhibitor resistance
Gene_8840	Egfr	Gene	rno:24329	path:rno01522	Endocrine resistance
Gene_8840	Egfr	Gene	rno:24329	path:rno04010	MAPK signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04012	ErbB signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04014	Ras signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04015	Rap1 signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04020	Calcium signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04066	HIF-1 signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04068	FoxO signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04072	Phospholipase D signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04144	Endocytosis
Gene_8840	Egfr	Gene	rno:24329	path:rno04151	PI3K-Akt signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04510	Focal adhesion
Gene_8840	Egfr	Gene	rno:24329	path:rno04520	Adherens junction
Gene_8840	Egfr	Gene	rno:24329	path:rno04540	Gap junction
Gene_8840	Egfr	Gene	rno:24329	path:rno04630	JAK-STAT signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04810	Regulation of actin cytoskeleton
Gene_8840	Egfr	Gene	rno:24329	path:rno04912	GnRH signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04915	Estrogen signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04921	Oxytocin signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04926	Relaxin signaling pathway
Gene_8840	Egfr	Gene	rno:24329	path:rno04928	Parathyroid hormone synthesis, secretion and action
Gene_8840	Egfr	Gene	rno:24329	path:rno04934	Cushing syndrome
